Article ID,Domain,Date,Category,Headline,Content,Label,Source,Relation,F-Type
474,Earki.com,2023-12-10 16:06:00,Politics,মানবাধিকার দিবসে বিরোধীদলের বন্দি নেতারা জেলখানায় পাচ্ছেন ডিম ও খিচুড়ি,"বিশ্ব মানবাধিকার দিবস উপলক্ষে উগান্ডার জেলখানায় বন্দি বিরোধীদলের নেতাকর্মীদের জন্য ডিম ও খিচুড়ি আয়োজন করেছে উগান্ডা সরকার। উগান্ডার প্রধানমন্ত্রীর স্বাগত বক্তব্যের মধ্য দিয়ে অনুষ্ঠান শুরু হয়।  

জানা গেছে, দিবসটিকে সামনে রেখে ইম্প্রুভড ডায়েটের পাশাপাশি নতুন কাপড় উপহার দেয়া হয়েছে বন্দি নেতাকর্মীদের। দেশটির প্রধানমন্ত্রী নিজ হাতে খাবার বেড়ে দেয়ার পাশাপাশি কয়েকজন ভাগ্যবান রাজনৈতিক বন্দিকে নিজ হাতে কাপড়ও পরিয়ে দিয়েছেন।

দেশের গণতন্ত্রকে বাঁচিয়ে রাখতে মানবাধিকার দিবসে জেলখানায় ডামি নির্বাচনের ব্যবস্থাও করা হয়েছে। সেখানে বিরোধীদলের নেতাদের সাথে নির্বাচনে লড়ার জন্য সরকারি দলের নেতাদের একদিন জেলখানায়ও রাখা হয়েছে।

নিজের বক্তব্যে দেশটির প্রধানমন্ত্রী বলেন, ‘আমরা জানি, ভাত আর কাপড়ে আপনাদের মন ভরে না। একটু ভোটও দিতে ইচ্ছে হয়। সেজন্য আপনাদের জন্য আমরা ভোটের ব্যবস্থাও করেছি। আসবেন, ভোট দিবেন, এরপর হেরে যাবেন। আবার জেলে যাবেন। খাবেন, ঘুমাবেন। সামনের বছরও মানবাধিকার দিবসে আবার দেখা হবে।‘

উগান্ডার এই উদ্যোগ বিশ্ববাসীর প্রশংসাও কুড়িয়েছেন। দিবসটিতে এমন অসাধারণ আয়োজনের জন্য জ্ঞাতিসংঘ নামে একটি প্রতিষ্ঠান থেকে ‘মানবাধিকার ফাদার’নামে বিশেষ সম্মাননাও পেয়েছেন উগান্ডার প্রধানমন্ত্রী।",0,Reporter,Unrelated,Satire
475,Earki.com,2023-12-02 17:56:00,Politics,নির্বাচনকে সামনে রেখে চালু হচ্ছে রাত জাগা কোর্স,"নির্বাচনে রাতের বেলায় ভোট দিতে ইচ্ছুকদের জন্য চালু হতে যাচ্ছে রাত জাগা কোর্স। গত কয়েক দফা ধরেই নির্বাচনে রাতের ভোটারদের আনাগোনা বেশ বেড়ে গিয়েছে। যার কারণে সাধারণ ভোটারদের মধ্যেও বাড়ছে রাতে ভোট দেওয়ার প্রবণতা। তবে ইচ্ছা থাকলেও অনেকের রাত জাগার অভ্যাস না থাকার কারণে রাতে ভোট দিতে পারছেন না। এমন মানুষদের ইচ্ছা এবং চাহিদার কথা মাথায় রেখেই আসছে ‘রাত জাগা কোর্স’টি।  

কোর্সের উদ্যোক্তা আজিমপুর কবরস্থানের সর্ব দক্ষিণের কবরের বাসিন্দা আমাদের বলেন, ‘কেউ দেবে কেউ দেবে না তা তো হতে দেওয়া যায় না! আমাদের এতদিনের প্রচেষ্টা আর পরিশ্রমের ফসল ধীরে ধীরে পেতে শুরু করেছি। এখন সাধারণ মানুষও আমাদের মতো রাতের ভোট চায়। আমাদের কোর্সটিতে আমরা রাতের তন্দ্রাভাব দূর করার কিছু নিনজা টেকনিক নিয়ে এসেছি, পাশাপাশি ভোট দিয়ে কীভাবে কারো চোখে পড়ার আগেই চম্পট দিয়ে দিতে হয় সে ব্যাপারে বিস্তারিত শেখানো হবে। আশা করছি এই কোর্সটি একবার করে ফেললে আপনার আর কোনোদিন দিনের ভোট ভালো লাগবে না।’

অন্যদিকে জানা যায় কোর্সটি লঞ্চ হওয়ার সাথে সাথেই প্রথম তিন ব্যাচ পুরোপুরি বুকড হয়ে গিয়েছে। কোর্স করতে ইচ্ছুক সিট না পাওয়া একজন আমাদের বলেন, ‘বয়স হওয়ার পর জীবনেও একবার ভোট দিতে পারলাম। সারাজীবন শুধু আপনার হয়ে গিয়েছে চলে যান শুনেই কাটিয়ে দিতে হলো। ভেবেছিলাম এই কোর্সটা করতে পারলে দিনে না হলেও অন্তত রাত জাগার টেকনিকগুলো শিখে রাতে ভোট দিতে পারবো, কিন্তু সে আশায়ও গুড়েবালি।’",0,Reporter,Unrelated,Satire
476,Earki.com,2023-11-27 17:06:00,Politics,রিয়াজকে চট্রগ্রামের আসনের মনোনয়ন দেওয়ার জন্য ভোটারদের তীব্র আন্দোলন,"গতকালই ঘোষিত হয়ে গেলো আওয়ামীলীগের মনোনয়ন প্রাপ্তদের তালিকা, আসন্ন নির্বাচনে নৌকার মাঝি হিসেবে অনেকে থাকলেও চট্রগ্রাম থেকে চিত্রনায়ক রিয়াজকে মনোনয়ন না দেওয়ায় ক্ষোভ দেখা গিয়েছে সাধারণ ভোটারদের মাঝে। চট্রগ্রামের রাস্তাকে নিঃস্বার্থভাবে ভালোবেসে যাওয়া এই নায়ককে নিজেদের কোনো আসনেই প্রার্থী হিসেবে না পাওয়ায় হতাশায় ভেঙে পড়তেও দেখা যায় অনেককে।

এমনই এক ভোটারের সাথে কথা বলতে গেলে তিনি আমাদের বলেন ‘আমাদেরকে রিয়াজ ভাইয়ের মতো সম্মান আর কেউ দেয়নি, চট্রগ্রামের রাস্তায় হেটেও এখন আর মনে হয় না দেশে আছি, মনে হয় ইউরোপে আছি। চট্রগ্রামের আসনে প্রার্থী হিসেবে রিয়াজ ভাই ছাড়া আর কাউকে কল্পনাই করতে পারি না, ভেবেছিলাম রিয়াজ ভাই এখানকার এমপি হলে শুধু রাস্তা কেন বাড়িঘর, গাড়ি এমনকি মানুষদেরও দেখতে ইউরোপের মতো বানিয়ে ফেলবেন। কিন্তু পোড়া কপাল আমাদের।’    

অন্যদিকে রিয়াজকে নিজেদের আসনে এমপি হিসেবে চেয়ে মানববন্ধন করছেন চট্রগ্রাম রাতের ভোটার সমিতি। স্থানীয় এক কবরস্থান থেকে রাতের ভোটার সমিতির সহ-সভাপতি আমাদের বলেন ‘চট্রগ্রামকে আধুনিক ইউরোপ হিসেবে গড়ে তুলতে রিয়াজ ভাইয়ের কোনো বিকল্প নেই, আমরা তো তাকে জেতানোর জন্য রেডিই আছি, শুধু আবেদন থাকলো মনোনয়নটা তাকে দিয়ে দিন।’",0,Reporter,Unrelated,Satire
477,Earki.com,2023-11-27 16:35:00,Politics,টাইমড আউট হওয়ার ভয়ে মাগুরা ১ আসনে সাকিবের বিপক্ষে দাঁড়াচ্ছে না কেউ ,"আসন্ন নির্বাচনে মাগুরা ১ আসন থেকে নৌকার মাঝি সাকিব আল হাসান, মানে সেখান থেকে নৌকার হয়ে এমপি পদের জন্য লড়বেন এই ক্রিকেটার। সাকিব আল হাসানের মনোনয়ন পাওয়া নিয়ে আলোচনা-সমালোচনার মাঝেই এলো নতুন খবর, বিশ্বকাপে অ্যাঞ্জেলা ম্যাথিইউসের সাথে তার টাইমড আউট কান্ডের পর মাগুরা ১ আসনে সাকিবের বিপক্ষে দাঁড়ানোর সাহস পাচ্ছে না কেউ। বিএনপি তো দূরে থাক স্বতন্ত্র প্রার্থী হিসেবেও কাউকে পাওয়া যায়নি সেখানে।

কারণ অনুসন্ধানে গেলে স্থানীয় এক বিরোধী নেতা আমাদের বলেন ‘খেলা তো রাতের ভোটাররাই শেষ করে দেন, এর মাঝে এবার আরেক যন্ত্রণা ‘বেপসায়ী সাকেপ’। ম্যাথিউস ভাইয়ের অবস্থা দেখার পর আমাদের ডরে শরীর এমনিতেই কাঁপতেছে, নির্বাচনে দাঁড়ানোর আগেই দেখা যাবে এলাকা থেকে টাইমড আউট হয়ে গিয়েছি।’  

অন্যদিকে ইতিমধ্যেই এলাকা ছেড়ে বাইরে চলে যাওয়া অন্য আরেক নেতা আমাদের বলেন ‘হামলা-মামলার জন্য অলরেডি টাইমড আউট হয়েই আছি, সাকিব ভাইকে কষ্ট করে আর কিছু করতে হবে না। তবে হেলমেট কাণ্ডে একজন বিএনপি সমর্থক হয়েও আমি তাকেই সমর্থন করেছিলাম এখন দেখি সাকিব ভাই নিজেই হেলমেট পড়ে আমাদের বিরুদ্ধে দাঁড়িয়ে গেলো, ব্যাপারটা দুঃখজনক।’",0,Reporter,Unrelated,Satire
478,Earki.com,2023-11-27 16:51:00,Education,ভার্সিটিতে জিপিএ-৫ চান বাঙালী মা সমাজ,"পিএসসি, জেএসসি, এসএসসি, এইচএসসি, সবেতেই আছে জিপিএ-৫ পদ্ধতি। নাই শুধু ভার্সিটিতে। ভার্সিটিতে উঠার পর আর কেউ জিপিএ-৫ পায় না। সবাই পায় সিজিপিএ ৪ আউট অফ ৪। কিন্তু, এই ধারা অব্যাহত থেকে আসলেও এবার এই ধারার বদলি চান বাঙালী মা সমাজ।  

এমনই এক বাঙালী মা আমাদের জানালেন, ‘আমার ছেলে ছোটবেলা থেকেই জিপিএ-৫ পেয়ে আসছে। আমরা জিপিএ-৫ দেখে দেখে অভ্যস্ত। ভার্সিটিতে উঠার পরে ছেলে আর জিপিএ-৫ পায় না। কীসব সিজি টিজি পায় এগুলা বাপু বুঝিও না। পয়েন্ট ৪ এর উপরে নাকি উঠা যায় না অথচ সবসময় জাইনা আসলাম জিপিএ-৫ হয়। আমরা যেগুলা বুঝি না এগুলা আমাদের পোলাপানের দরকার নাই। এসব সিজি টিজি বাদ দিয়া সব জিপিএ-৫ কইরা দিলেই হবে।‘

আরেক বাঙালী মা তার দুঃখের কথা মেসেজ করে বললেন, ‘এই যে গতকাল এইচএসসির রেজাল্ট দিলো, সব ভাবিরা আইসা আইসা বইলা গেছে, তার ছেলে জিপিএ-৫। আমি একবারও বলতে পারলাম না! অথচ আমার তিন তিনটা ছেলে! এভাবে চলতে থাকলে তো ভাবিদের আড্ডার খাতা থেকে আমার নামই উঠে যাবে।‘",0,Reporter,Unrelated,Satire
479,Earki.com,2023-11-26 18:23:00,Education,নর্থ সাউথ বিশ্ববিদ্যালয়ে ভর্তি হতে আসছেন হিমালয়ের সাধুরা,"সারাবছরই নানান কারণে আলোচনায় থাকেন নর্থ সাউথ বিশ্ববিদ্যালয়। সম্প্রতি একটি অদ্ভূত কারণে আবারও আলোচনায় পবিত্র এই বিশ্ববিদ্যালয়টি। জানা গেছে,পবিত্র এই বিশ্ববিদ্যালয়ে পড়তে আসছেন হিমালয়ের সাধুরা।

মূলত নর্থ সাউথের পবিত্রতায় মুগ্ধ হয়েই এই বিশ্ববিদ্যালয়ে পড়ালেখার আগ্রহ প্রকাশ করেছেন এই সাধুরা। কেউ কেউ বলছেন, গুহার চেয়েও পবিত্র এই বিশ্ববিদ্যালয়।

নর্থ সাউথ বিশ্ববিদ্যালয় নিয়ে কথা বলেছেন গুহা যুগের মানব-মানবীরাও। পোশাক আশাক আর ভাষায় আধুনিক হলেও এই বিশ্ববিদ্যালয়ের শিক্ষার্থীরা যে এখনও সেই আদি যুগে পড়ে আছেন—এই বিষয়টি মুগ্ধ করেও তাদেরক।  

এক গুহা মানব বিষয়টি নিয়ে বলেন, ‘ওরা শেকড় ভুলে যায়নি। আধুনিক হয়েছে কিন্তু আমাদের ভালোবেসে এখনও ধ্যান-ধারণা ও চিন্তায় পরে আছে গুহাতেই। আধুনিক বিশ্বের আর কোনো বিশ্ববিদ্যালয়কেই আমরা এমন পিছিয়ে থাকতে দেখিনি।‘ 

অন্য এক গোপন সূত্র থেকে জানা গেছে, মুফতি ইব্রাহিম ও তারেক মনোয়ারের মতো ইসলামিক ভক্তারাও এই বিশ্ববিদ্যালয়ে ভর্তি হওয়ার আগ্রহের কথা জানিয়েছেন।",0,Reporter,Unrelated,Satire
480,Earki.com,2023-11-23 19:47:00,Technology,বাজারে আসতে যাচ্ছে ইলেকট্রিক ট্যাঁটা,"বর্জ্য থেকে বিদ্যুৎ উৎপাদনের জন্য ব্রাহ্মণবাড়িয়া পৌরসভায় স্থাপিত হতে যাচ্ছে বিদ্যুৎ উৎপাদন কেন্দ্র। নতুন এই কেন্দ্রের জন্য নতুন দিগন্ত উন্মোচিত হতে যাচ্ছে ব্রাহ্মণবাড়িয়ার ঐতিহ্য ট্যাঁটাশিল্পে। বেশকিছু কোম্পানি বাজারে আনতে চলেছে ইলেকট্রিক ট্যাঁটা, নিজেদের এলাকার উৎপাদিত বিদ্যুৎ দিয়ে চার্জ করে ট্যাঁটা নিয়ে যুদ্ধে নামতে বেশ উত্তেজনাও দেখা গিয়েছে ব্রাহ্মণবাড়িয়াবাসীদের মধ্যে। ইলেকট্রিক ট্যাঁটা নিয়ে কাজ করা এক কোম্পানির মালিক আমাদের বলেন ‘যুগের সাথে তাল মিলিয়ে চলতে হলে সবকিছুতেই পরিবর্তন আবশ্যক। সাধারণ ট্যাঁটা বেশিদিন ব্যবহার করা যায় না, পাশাপাশি সবসময় ওগুলো অত ভালো ফলাফলও দেয় না। আমাদের কোম্পানির ট্যাঁটা অত্যাধুনিক সেন্সর সমৃদ্ধ হওয়ায়, যাকে লক্ষ্য করে ছোড়া হয় একদম তার গায়ে গিয়েই লাগবে। পাশাপাশি এক চার্জে কমপক্ষে তিন-চার দফা মারামারি করা যাবে। আশা করছি বিশ্বের বুকে ডিজিটাল গ্ল্যাডিয়েটর হিসেবে ব্রাহ্মণবাড়িয়াবাসীর নাম স্বর্ণাক্ষরে লেখা থাকবে এই ট্যাঁটা বাজারে আসার পর।’

অন্যদিকে এক ট্যাঁটা যোদ্ধাকে বেশ উত্তেজিত অবস্থায় দেখা যায়। তিনি আমাদের বলেন, ‘ইলেকট্রিক ট্যাঁটার কথা শোনার পর থেকেই তো আমার ঘুম হারাম! সামনের সপ্তাহেই পাশের গ্রামের সাথে একটা গ্যাঞ্জাম হওয়ার সম্ভাবনা আচ্ছে, যদি তার আগেই একটা ইলেকট্রিক ট্যাঁটা হাতে পেয়ে যাই তবে খেলা হবে।’তবে জানা গিয়েছে প্রাথমিক পর্যায়ে এই ট্যাঁটা ব্রাহ্মণবাড়িয়াবাসী ছাড়া অন্য কারও কাছে বিক্রি করা হবে না। বাণিজ্যিকভাবে সাফল্য পেলেই পরবর্তী অন্যান্য জেলাবাসীদের কাছেও বিক্রির পরিকল্পনা আছে উদ্যোক্তাদের",0,Reporter,Unrelated,Satire
481,Earki.com,2023-11-22 18:07:00,Sports,মোরসালিনকে ব্রাজিল দলে দেখতে চায় সমর্থকরা,"বাংলাদেশ ক্রিকেট দলের প্লেয়ার মোরসালিন। পিছিয়ে পড়া প্রতিটা ম্যাচ যেন একা হাতেই এগিয়ে নিয়ে যান। অসাধারণ এই ফরওয়ার্ড প্লেয়ার গতকালও বাংলাদেশের হারতে থাকা একটা ম্যাচকে উঠিয়ে নিয়ে এসেছেন। ১-১ গোলে করেছেন ড্র। তার অসাধারণ এই খেলার জন্যই এবার সমর্থকরা তাকে চাচ্ছেন ব্রাজিল দলে। ব্রাজিল দলে মোরসালিন যাবে, কি যাবে না জানতে আমরা গিয়েছিলাম নেইমারের কাছে।

নেইমার আমাদের বললেন, ‘আমি তো চাই মোরসালিন ভাই আমাদের টিমে খেলুক। ভাই যে কী সেরা খেলাটা খেলে! কালকের গোলটা দেখছেন? ওইটা তো আমার স্বপ্নের গোল। এতদিনের ক্যারিয়ারে এখনও মারতে পারলাম না। আমি শিওর, আমার হেক্সার স্বপ্নও মোরসালিন ভাইয়ের হাত ধরেই সফল হবে। এখন শুধু তাকে দলে নিয়ে আসার চেষ্টা!’

মোরসালিন দলে যেতে রাজি কি রাজি না এ বিষয়ে আমাদের কিছু জানাতে চাননি। তবে এক গোপন সূত্রের মাধ্যমে জানা গিয়েছে, মোরসালিন গোলের পরে যে আইরনি সিআর৭ স্টাইলটা দেখান, সেটা আসলে তারই স্টাইল। রোনালদো কপি করেছেন যুগ যুগ ধরে।",0,Reporter,Unrelated,Satire
482,Earki.com,2023-11-20 17:01:00,Politics,কমিটির টিমকে হারানোর উপায় শেখাতে বিএনপির কোচ হয়ে আসছেন প্যাট কামিন্স,"আইসিসির কমিটির টিম হয়েও গতকালকের ফাইনালে অস্ট্রেলিয়ার কাছে হেরে গিয়েছে ভারত। এতে ক্রিকেট বিশ্বে তোলপাড়ের পাশাপাশি দেশীয় রাজনৈতিক মহলেও শুরু হয়েছে বিশেষ হইচই। বিশেষ করে বিএনপি বিষয়টি নিয়ে খুবই উচ্ছসিত, এমনকি আসন্ন নির্বাচনে জয়ের লক্ষ্যে প্যাট কামিন্সকে নিজেদের কোচ হিসেবে চুক্তিবদ্ধ করে ফেলেছেও তারা বলে জানা যায়।

বিষয়টির সত্যতা নিশ্চিতে বিএনপির ভুয়া নেতা মির্জা গালিবের সাথে যোগাযোগ করা হলে তিনি আমাদের বলেন ‘আমরা এতদিন নির্বাচনে জয় নিয়ে অতটাও আশাবাদী ছিলাম না। সরকারের চাপ, সহমত ভাইদের হকিস্টিকের বাড়ি আর রাতের ভোটারদের ভয়ে বলতে গেলে ধরেই নিয়েছিলাম এবারও খেলা হবে না। কিন্তু কামিন্স ভাইয়েরা তো আমার চোখ খুলে দিলো। ভারতের মতো কমিটির টিমকেও যদি হেসে খেলে রাতের বেলাতেই হারানো যায়, তবে আমরা কেন পারবো না। বিশ্বকাপ জয়ের পরপরই আমরা কামিন্স ভাইয়ের সাথে যোগাযোগ করে আমাদের আগ্রহের কথা খুলে বলতেই তিনি আমাদের কোচিং করাতে রাজি হয়ে যান। কিছুদিনের মধ্যেই আশা করছি দেশে চলে আসবেন তিনি।’

অন্যদিকে কামিন্সের ভুয়া ইমো অ্যাকাউন্টে এই ব্যাপারে জানতে নক করা হলে তিনিও বলেন ‘সহমত ভাই, আমি আসছি, এবার খেলা হবে। ভারতের সাথে তাদের মাটিতেই খেলে দিয়েছি, আশা করছি আপনাদের মাটিতেও খেলে দিবো। শুনেছি আপনাদের ওখানে হেলমেটবাহিনী হকিস্টিক নিয়ে বেশ ভালোই পারফর্ম করছে, আমরাও হেলমেট পড়ে খেলবো তবে আমাদের হকিস্টিকের বদলে হাতে ব্যাট থাকবে।’",0,Reporter,Unrelated,Satire
483,Earki.com,2023-11-19 16:49:00,Education,প্রত্যেক জেলায় জেলায় হেইলিবারি স্কুল চায় সাধারণ মানুষ,"১৮৬২ সালে যুক্তরাজ্যের লন্ডনে স্থাপিত হয় বিখ্যাত হেইলিবারি স্কুল। সেই ধারাবাহিকতায় প্রথমবারের মতো বাংলাদেশের ময়মনসিংহ বিভাগের ভালুকায় স্থাপিত হয়েছে হেইলিবারি ভালুকা। সেখানে পড়তে বছরে লাগবে প্রায় ৩৭ লাখ টাকা। প্রায় ১০০০ শিক্ষার্থীর আবাসানের জন্য ব্যবস্থা আছে এখানে। তবে এই স্কুল শুধু মাত্র ময়মনসিংহে স্থাপিত হওয়ায় ভীষণ রুষ্ট ধনকুবের শিক্ষার্থীদের পরিবার। তারা এক সংবাদ সম্মেলন ডেকে খুব শীঘ্রই দেশের প্রত্যেকটি জেলায় হেইলিবারি স্থাপন করার আল্টিমেটাম দিয়েছেন।

এক তথ্যসূত্র হতে জানা যায়, হেইলিবারিতে পড়তে চাওয়া বেশিরভাগই বিশিষ্ট ব্যবসায়ী, রাজনীতিবিদ এবং আমলাদের সন্তানাদি। তবে এর ব্যতিক্রম হিসেবে ড্রাইভার মালেকের বংশধরেরাও আছেন। শুধু ময়মনসিংহে স্কুলটির স্থাপন সম্পর্কে এক কাস্টমস অফিসার বলেন, ‘ময়মনসিংহের মতো গ্রামে আছে, আর ঢাকা শহরে নাই। আমরা কি মানুষ না? আমাদের সন্তানদের কি হেইলবারি তে পড়ার যোগ্যতা নাই? আমার মেয়েকে পড়ালেখা করালে হেইলিবারিতেই করাবো, নাহয় পড়ালেখা করাবো না। আর এতদিন ধরে কাস্টমসে কি শুধু শুধু চাকরি করি?’

এ প্রশ্নের সঠিক উত্তর কেউ দিতে পারেননি।

এদিকে হেইলিবারি যারা অ্যাফোর্ড করতে পারছেন না তাদেরও কষ্টের শেষ নেই। সামিয়া রহমান (২৭) নামের এক পুলিশ অফিসারের স্ত্রী বলেন, ‘ওই স্কুলে পড়াতে পারলে ভালো লাগতো। কিন্তু আমাদের আসলে এতো টাকা পয়সা নাই। আমরা গরীব মানুষ। সানিডেলই আমাদের ভরসা…’",0,Reporter,Unrelated,Satire
484,Earki.com,2023-11-16 16:41:00,Miscellaneous	,জাহাঙ্গীরনগরের গেট থেকেই দেখা মিলছে পিরামিডের,"নতুন ভবন নির্মানের জন্য জাহাঙ্গীরনগরে গণহারে কাটা হচ্ছে গাছ। তবে, এতে খুব একটা ক্ষতি হচ্ছে না সেখানে। কারণ নিয়মিত এভাবে গাছ নিধনের ফলে জাহাঙ্গীরনগর পরিণত হচ্ছে মরুভূমিতে এবং অদূর ভবিষ্যতে সাহারা মরভূমিকে এই মরুভূমি টক্কর দেবে বলেও আশাবাদ ব্যক্ত করেছেন অনেক বিশেষজ্ঞরা। এমনকি বিশ্ববিদ্যালয়ের মেইনগেট থেকে পিরামিড দেখা যাচ্ছে বলেও জানিয়েছেন অনেক।

পিরামিড দেখা এমনই একজন আমাদের বলেন, ‘আমি তো নিজের চোখকেই বিশ্বাস করতে পারছি না। গতকাল রাতে সবজি দিয়ে ভরপেট ডিনার করার পর মেইনগেটে গিয়েছিলাম, একটু চা খেতে। পরে ফেরার সময় দেখি, বিরাট এক পিরামিড! পাশ দিয়ে দুটো উটও হেঁটে যাচ্ছে।‘  

উনার কথা আমাদের কাছে অতটা বিশ্বাসযোগ্য মনে না হলে, আমরা এক মরুভূমি বিশেষজ্ঞের কাছে যাই। তিনি আমাদের বলেন, ‘গাছ কাটলে এলাকা তো মরুভূমি হবেই। আর যেখানে মরুভূমি আছে সেখানে পিরামিড থাকবেই! কীভাবে থাকবে সেটির গভীরে আমরা না যাই তবে পিরামিড থাকবে এইটাই চিরন্তন সত্য।‘",0,Reporter,Unrelated,Satire
485,Earki.com,2023-11-12 18:26:00,Entertainment,কোক স্টুডিওর কনসার্ট না জমায় কোকের দাম ৫ টাকা কমানোর দাবী,"ব্যাপক অব্যবস্থাপনা আর বাজে সাউন্ড সিস্টেমের জন্য কোক স্টুডিও কনসার্ট ভালোমতো উপভোগ করতে পারেননি অনেক দর্শকরা। এবার তাই ক্ষতিপূরণ হিসেবে কোকের দাম ৫ টাকা কমানোর দাবি জানিয়েছেন তারা।

টিকেট কিনে কনসার্ট দেখতে যাওয়া এক দর্শক আমাদের বলেন, ‘টিকেট কিনে কোনো লাভ তো হলো না। রাতের ভোটারদের মতো হাজার হাজার টিকেটহীন দর্শক আমাদের আগেই আমাদের ভাগের জায়গা দখল করে কনসার্ট দেখলো। এমন নির্বাচনের মতো কনসার্ট করার কোনো দরকার আছে? দুই জায়গাতেই আমাদের হক অন্যরা মেরে দেয়। কোক স্টুডিও আজ থেকে বয়কট করলাম আর কোকের দাম না কমাইলে কোকও বয়কট করবো।’

অন্যদিকে আরেক দর্শক আমাদের বলেন ‘ভাই মনে হচ্ছিলো জাবিতে আছি। আমি একজন জাবিয়ান তাই কোকের কনসার্টে গিয়ে মোটামুটি নস্টালজিক হয়ে গিয়েছিলাম। তবে জাবিতে আমরা এত গ্যাঞ্জাম করে আকাশে উড়ি না, আশা করছি কোকের দাম কমিয়ে সেদিনের গ্যাঞ্জামের একটা ক্ষতিপূরণ পাওয়ার ব্যবস্থা কোক করে দেবে।’অন্যদিকে বয়কট কোক স্টুডিও স্ট্যাটাস দিয়ে কোকের কনসার্টে ধরা খেয়ে যাওয়ায় অন্য এক ভাই ইন্টারভিউয়ের শুরুতেই পালিয়ে যান।",0,Reporter,Unrelated,Satire
486,Earki.com,2023-11-05 17:45:00,Lifestyle,প্রতি মাসেই নো নাট নভেম্বর চায় ফুচকা ব্যবসায়ী মিজান,"নভেম্বর আসা মানেই নো নাট নভেম্বর। মানে হচ্ছে, বাদামকে না বলুন। এই মাসে সবাই বাদামকে না বলে, কেউ বাদামের কাছে যায় না। বাদাম খায় না, বাদাম কিনে না, এমনকি বাদাম দেখতেও চায় না। বাদামের না বলার এই সময়ে মানুষের একমাত্র চাহিদাই থাকে ফুচকা। তাই নিজের ব্যবসায় প্রতি মাসে সবুজ বাত্তি জ্বালানোর জন্য সারাবছরই নো নাট চায় ফুচকা ব্যবসায়ী মিজান।

এ বিষয়ে মিজান আমাদের জানালেন, ‘বাদাম আমার অর্ধেক ব্যবসা মেরে দেয়। দামে কম, অনেকক্ষণ ধরে খাওয়া যায়, আবার হেঁটে হেঁটে চিপায় গিয়ে দিয়েও আসে। এত সুবিধা পেয়ে কেউ আর আমার কাছে আসেই না। কিন্তু এই একটা মাসই আছে, এই মাসে কেউ বাদামের দিকে ফিরেও তাকায় না। হাজার ঝামেলা থাকলেও ঘুরেফিরে আমার কাছেই আসতে হয়। ফুচকাই খেতে হয়। এই এক মাসে আমি যা কামাই, সারা বছরেও তা কামাই না। এজন্য আমি চাই, মানুষ প্রতি মাসেই বাদামকে না বলুক।’

মিজানের সাথে সহমত পোষণ করেছেন ঝালমুড়ি ব্যবসায়ী রমিজও। তারও একটাই চাহিদা। ‘নো নাট নভেম্বর, আসুক প্রতি মাসেই।’",0,Reporter,Unrelated,Satire
487,Earki.com,2023-11-02 17:42:00,Entertainment,জন্মদিনে বন্ধু সালমানের থেকে সবচেয়ে দামি উপহার পেলেন শাহরুখ খান,"আজ বিশিষ্ট নায়ক শাহরুখ খানের জন্মদিন। জন্মদিনে ভক্তদের শুভেচ্ছা এবং গিফটের পাশাপাশি পাচ্ছেন আপনজনদেরও শুভেচ্ছা সাথে দামি দামি উপহার। এক গোপন এবং অসত্য সূত্রের মাধ্যমে জানা গিয়েছে, এখন পর্যন্ত সবচেয়ে দামি উপহার পেয়েছেন বন্ধু সালমানের থেকে। কী সেই উপহার? এই প্রশ্নের উত্তর জানতেই আমরা গরীবের বন্ধু জায়েদ খানের থেকে সালমান খানের ইমো নাম্বার হাতিয়ে নিয়েছিলাম।

সালমান খানকে ইমোতে ভিডিও কল দিলে তিনি তার চেহারা না দেখিয়ে আমাদের বললেন, ‘শাহরুখ আমার খুব কাছের বন্ধু। একদম বেস্টফ্রেন্ড। বেস্টফ্রেন্ডের জন্মদিনে আমি চাইছি সব থেকে দামি জিনিসটাই দিতে। এজন্য সবকিছু চিন্তাভাবনা করে, বিবেচনা করে দেখলাম এখন একমাত্র দামি জিনিস হচ্ছে বাংলাদেশের পেঁয়াজ। তাই আমি আমার আরেক বন্ধু জায়েদ খানের মাধ্যমে বাংলাদেশ থেকে এক কেজি পেয়াজ এনে শাহরুখকে গিফট করেছি।‘

সালমান খানের থেকে বাংলাদেশি পেঁয়াজ উপহার পেয়ে খুশিতে আত্মহারা শাহরুখ খান। তিনি জানিয়েছেন, ‘এত দামি পেঁয়াজ আমি কীভাবে খাব তাই বুঝতে পারছি না। আমি চিন্তা করেছি, প্রথম কিছুদিন পেঁয়াজ খাব না। শুধু গন্ধ নেব, তারপর রস জিহবায় লাগাব, তারপর আস্তে আস্তে অল্প অল্প করে খাব। এই পেঁয়াজ আমার পরবর্তী জন্মদিন আসা পর্যন্ত চলবে।‘",0,Reporter,Unrelated,Satire
