Article ID,Domain,Date,Category,Headline_English,Content_English,Label,Source,Relation,F-Type
944,Facebook Page,2024-10-31 1:58:00,Miscellaneous	,'Hare Krishna' song performed in Saudi Arabia,"A video titled ""Saudi Arabia celebrates the victory of Sanatan Dharma"" has gone viral on social media platform Facebook. The video claims that a song titled 'Hare Krishna' has been performed in Saudi Arabia.",0,rumorscanner.com,Related,Fake
945,Facebook Page,2024-09-28 5:22:00,Miscellaneous	,Schoolgirl commits suicide after being harassed by Jamaat-Shibir for not wearing hijab,"A picture of a girl in her dying state has been circulated on social media Facebook, claiming that a schoolgirl was assaulted by leaders and activists of Bangladesh Jamaat-e-Islami and Bangladesh Islami Chhatra Shibir for not wearing a hijab in Keraniganj, Dhaka, and that the female student committed suicide due to the incident.",0,rumorscanner.com,Related,Fake
946,Facebook Page,2024-08-29 4:00:00,Miscellaneous	,Former Home Affairs Advisor warns of media shutdown for reporting on communal attacks,"On August 11, the then Home Affairs Advisor to the interim government, Brigadier General (retd) M Sakhawat Hossain, visited the Rajarbagh Central Police Hospital to see the injured police personnel. Recently, a screenshot of a media report on the incident is being circulated on social media, claiming that Home Affairs Advisor M Sakhawat Hossain has warned that the media will be shut down if it publishes news of the recent communal attacks in Bangladesh.",0,rumorscanner.com,Related,Fake
947,Facebook Page,2024-08-27 4:53:00,Miscellaneous	,Physical assault on Hindu woman during quota reform movement,A screenshot has been circulated on social media claiming that a Hindu woman was gang-raped by the Islamic Army in Bangladesh during the quota reform movement.,0,rumorscanner.com,Related,Fake
948,Facebook Page,2024-08-20 2:55:00,Miscellaneous	,Mosque Madrasa electricity bill waived Dr. Yunus,"Sheikh Hasina resigned from the post of Prime Minister on August 5 in the face of a mass uprising by students and the public. In the meantime, an interim government was formed in the country on August 8 under the leadership of Dr. Muhammad Yunus after dissolving the 12th National Parliament. In this context, a photo card with the design of the private electronic media Jamuna Television under the title ""Current bill free for all mosques and madrasas from September 1 - Dr. Yunus"" has been circulated on the internet.",0,rumorscanner.com,Related,Fake
949,Facebook Page,2024-06-09 4:20:00,Miscellaneous	,80 percent of Saudi Arabia's new generation believes Islam is fake,Rumor Scanner has seen a claim circulating on social media platform Facebook at various times this year that 80% of Saudi Arabia's new generation believes Islam is fake.,0,rumorscanner.com,Related,Fake
950,Facebook Page,2024-06-07 9:25:00,Miscellaneous	,"Yasser Ad Dawsari comments on the lack of azan in Rafah, Palestine","An Israeli airstrike on the Rafah refugee camp in the Gaza Strip, Palestine, on May 26 killed 45 people, most of them women and children. In the wake of this, a claim has been circulating on social media claiming that Sheikh Yasser Ad-Dawsari, the former Imam and Khatib of the Grand Mosque in Mecca, Saudi Arabia, made a statement on May 29. It is claimed that Mr. Dawsari said, “Why was there no call to prayer in Rafah today? Maybe there are no mosques left or the muezzins are no longer alive.”",0,rumorscanner.com,Related,Fake
951,Facebook Page,2024-05-29 10:21:00,Miscellaneous	,Mufti Muhammad Taqi Usmani issues fatwa declaring Coca-Cola and Pepsi haram,A claim has been made on social media platform Facebook that Pakistani Islamist Sheikhul Islam Mufti Muhammad Taqi Usmani has issued a fatwa declaring it haram for Muslims to drink soft drinks Coca-Cola and Pepsi.,0,rumorscanner.com,Related,Fake
952,Facebook Page,2024-05-23 3:32:00,Miscellaneous	,Most people in Finland are atheists.,"Last March, a claim titled ""Finland is the happiest country in the world. Most people in that country are atheists"" circulated on the Internet.",0,rumorscanner.com,Related,Fake
953,Facebook Page,2024-05-16 2:40:00,Miscellaneous	,"According to Al Jazeera, 6 million people leave Islam every year.","A piece of information is being circulated on the internet, citing Al Jazeera, claiming that '6 million people leave Islam every year.'",0,rumorscanner.com,Related,Fake
954,Facebook Page,2024-04-18 4:35:00,Miscellaneous	,Maulana Gias Uddin Taheri dies in road accident,A claim has been circulating on social media that Islamic speaker Maulana Gias Uddin Taheri has died in a road accident.,0,rumorscanner.com,Related,Fake
955,Facebook Page,2024-03-23 3:50:00,Miscellaneous        ,DU bans iftar celebrations,"On March 13, some students of the university's law department alleged that they were attacked by the Chhatra League while holding a seminar titled 'Productive Ramadan' at the mosque of Bangabandhu Tower, the residential building for employees on the Dhaka University campus. In light of this, a letter from Proctor Md. Maksudur Rahman and related news reports are being claimed on the internet that a ban has been imposed on organizing Iftar at DU.",0,rumorscanner.com,Related,Fake
956,Facebook Page,2024-03-24 3:55:00,Miscellaneous	,Fasting and Taraweeh prayers banned in India,"A video titled ""Inna-Lillah: Ramadan and Tarawih banned in India, mosque shootings"" has gone viral on the internet.",0,rumorscanner.com,Related,Fake
957,Facebook Page,2024-02-07 4:30:00,Miscellaneous	,The claim to declare February 8 as 'International Takbir Day' is baseless,"An information titled ""February 8th International Takbir Day Declared"" has been spread on the social media platform Facebook.",0,rumorscanner.com,Related,Fake
958,Facebook Page,2023-12-06 5:00:00,Miscellaneous	,"Six million people leave Islam every year, according to Al Jazeera","A claim titled ""6 million people leave Islam every year"" has been circulated on social media platform Facebook, citing Qatar-based international media outlet Al-Jazeera.",0,rumorscanner.com,Related,Fake
959,Facebook Page,2023-11-26 12:45:00,Miscellaneous	,Hafez Muhammad Mutasim Billah wins first place in Egypt's Quran competition,"A claim titled ""Bangladeshi Hafez Mutasim Billah Mujahid has won first place in the Quran competition in Egypt, leaving behind 260 countries"" has been circulated on the internet.",0,rumorscanner.com,Related,Fake
960,Facebook Page,2023-11-25 9:56:00,Miscellaneous	,"700,000 Christians in America convert to Hinduism","A claim titled ""700,000 Christians in America have converted to Hinduism"" is being circulated on social media.",0,rumorscanner.com,Related,Fake
961,Facebook Page,2023-09-22 1:09:00,Miscellaneous	,Prime Minister directs to make Milad and Qiyam mandatory in every mosque in the country,"An information is being circulated on social media Facebook demanding, ""Marhaba Marhaba Marhaba, Honorable Prime Minister Sheikh Hasina has said! Milad Qiyam Sharif must be performed in every mosque.""",0,rumorscanner.com,Related,Fake
962,Facebook Page,2023-09-27 1:22:00,Miscellaneous	,Sayedee's son files case against Prime Minister Sheikh Hasina,Some videos are being circulated on YouTube claiming that a case has been filed against Prime Minister Sheikh Hasina over the death of Jamaat leader Delwar Hossain Sayedee and that the army has arrested the doctor involved in Sayedee's treatment.,0,rumorscanner.com,Related,Fake
963,Facebook Page,2023-08-16 9:00:00,Miscellaneous	,Sayeedi's funeral prayer held in absentia at Kaaba as third person,"A claim is being circulated on the internet that a third person, Delwar Hossain Sayedee, has been held in absentia at the Kaaba.",0,rumorscanner.com,Related,Fake
964,Facebook Page,2023-07-19 12:11:00,Miscellaneous	,Man who burned Quran in Sweden claims to have leprosy,"An Iraqi-born man publicly burned a Quran in front of the main mosque in the Swedish capital, Stockholm, in June. Recently, viral posts on Facebook claimed that the man had leprosy on his hands.",0,rumorscanner.com,Related,Fake
965,Anandabazar,2025-10-27 8:00:00,International,Pakistan labels Salman a 'terrorist'!,"Salman Khan had referred to Balochistan as a different country. Whether it was a deliberate mistake or he said it unknowingly, the question arises. However, this time Bhaijaan is being targeted by the Pakistani government for that outrageous comment. 
Recently, Salman went to an event in Riyadh, Saudi Arabia. There, he was talking about the development of Indian cinema. At that time, Bhaijaan referred to Balochistan as a different country. This time, the Pakistani government labeled Salman a 'terrorist' for this comment. They even banned the Bollywood star. 
Baloch leaders were happy after Salman's comment. They even thanked Salman. After that, Pakistan's counter-terrorism wing labeled Salman a 'terrorist'. 
'What is his sex appeal?' Priyanka made it clear! Why did Shah Rukh call the heroine a rat? 
What exactly did Salman say? Salman said, ""If you make a Hindi film and release it in Saudi Arabia, it will be successful. Even if a Tamil, Telugu, Malayalam film is released here, it will do business of one hundred crore rupees. Because, people from different countries come here. For example, people from Balochistan, people from Afghanistan, people from Pakistan. People from all countries work here."" 
There is a long debate about whether Salman made this comment in jest or knowingly. However, Salman has not yet responded to this. Baloch leader Mir Yar Baloch thanked him for this comment. The Baloch leader claims that Salman has recognized their independence. 
It is worth noting that the Pakistan-Balochistan debate has been going on for many days. Balochistan wants recognition as an independent state. But the Pakistani government claims that Balochistan is one of the most important parts of their country. Therefore, Salman's comment has served as a catalyst in this debate.",0,boombd.com,Related,Fake
966,Facebook Page,2023-04-07 2:06:00,Miscellaneous	,"Will there be a loud noise on Friday, the 15th of Ramadan?","Recently, a piece of information titled ""A loud noise will occur on the earth on Friday, the 15th of Ramadan,"" quoting a hadith, has been circulating on social media.",0,rumorscanner.com,Related,Fake
967,Facebook Page,2023-03-28 9:37:00,Miscellaneous	,"The moon and stars will be seen together after 60,000 years","On March 24, the Rumor Scanner team saw several confusions spreading through various media and internet channels regarding the sighting of Venus under the moon in the skies of various countries around the world, including Bangladesh. One of them was the claim that this discussed sighting is seen once every 60,000 years. Some have also claimed that this sighting will be seen after 60 years.",0,rumorscanner.com,Related,Fake
968,Facebook Page,2023-03-27 9:04:00,Miscellaneous	,Dr. Zakir Naik arrested in Oman,"""Big breaking. Zakir Naik was arrested by the Omani government today. He was arrested on charges of corruption and illegal income under the guise of Islamic propaganda and creating fundamentalist terrorism throughout the world. The Indian government is making appropriate efforts to bring him to Indian courts and punish him,"" a news report titled ""Big breaking. Zakir Naik was arrested by the Omani government today. He was arrested on charges of corruption and illegal income under the guise of Islamic propaganda and creating fundamentalist terrorism throughout the world. The Indian government is making appropriate efforts to bring him to Indian courts and punish him,"" has been circulated on social media Facebook.",0,rumorscanner.com,Related,Fake
969,Facebook Page,2023-03-19 4:08:00,Miscellaneous	,Islamic speaker Taheri arrested,"A video is being circulated on social media Facebook claiming that Islamic speaker Taheri has been arrested, with the caption, ""Taheri finally trapped.""",0,rumorscanner.com,Related,Fake
970,Facebook Page,2025-10-14 5:40:00,Sports,Bangladeshi women cricketers take to the field wearing burqas,"A fake photo of two burqa-clad women on a cricket field holding bats has gone viral on social media demanding women's cricket in Bangladesh. The ICC Women's Cricket World Cup is currently being held in India and Sri Lanka. On October 10, the Bangladesh women's cricket team lost to the New Zealand women's cricket team by 100 runs. Two burqa-clad women and foot pads are seen on the cricket field, one of whom is seen holding a bat; the Bangladesh vs. New Zealand scorecard is also visible below the photo. A Facebook user shared the photo with the caption, ""Bangladesh Women's Cricket Team (Veil Section). 
",0,boombd.com,Related,Fake
971,Facebook Page,2023-03-16 9:06:00,Miscellaneous	,Saudi Arabia bans loudspeakers and mosques for breaking the fast,"A video titled ""Saudi Arabia, the birthplace of Islam, has banned the call to prayer and iftar in mosques through microphones and loudspeakers during the holy month of Ramadan"" is being circulated on social media platform Facebook.",0,rumorscanner.com,Related,Fake
972,Facebook Page,2023-03-11 11:44:00,Miscellaneous	,Hindu leader beaten up in Patiala for not attending Iftar party,"""Wake up! Be it Muslim-majority Bangladesh-Pakistan or Hindu-majority India, Hindus are being attacked indiscriminately! Yes, there is no alternative to 'Hindu Rashtra' to protect Hindus all over the world."" A picture is being circulated on social media Twitter with a caption in Hindi.",0,rumorscanner.com,Related,Fake
973,Facebook Page,2023-03-06 10:40:00,Miscellaneous	,Prime Minister Sheikh Hasina declares Qadianis as infidels or banned,"Some videos are being circulated on YouTube, a video sharing platform, using thumbnails with the title ""Prime Minister Bans Qadianis or Declares Them Infidels"" surrounding the three-day annual Salana Jalsa organized by the Ahmadiyya community in the Ahmednagar area of ​​Panchagarh.",0,rumorscanner.com,Related,Fake
974,Facebook Page,2023-02-25 4:28:00,Miscellaneous	,Actor Salman Khan arrives at Charmonai's mahfil,"A video titled ""Finally, Salman Khan is at Charmonai Mahfil, Alhamdulillah"" is being circulated on video sharing platform YouTube.",0,rumorscanner.com,Related,Fake
975,Facebook Page,2023-02-15 2:54:00,Miscellaneous	,Court rules that Hindu children converted in the country will not have rights to ancestral property,"""A historic verdict in the history of Bangladesh. If a son or daughter of the traditional/Hindu community converts, they will not get a share of the immovable and movable property of their father and mother. Judge Shri Krishna Devi gave a timely judicial verdict."" An information titled is being circulated on the social media Facebook.",0,rumorscanner.com,Related,Fake
976,Facebook Page,2023-01-30 12:59:00,Miscellaneous	,Delwar Hossain Sayeedi will be allowed to enter the Kaaba without permission,"For a long time, a message titled '5 people from all over the world will be able to enter the Kaaba Sharif without permission, and Allama Delwar Hossain Sayedee is one of them.' has been circulating on the social media platform Facebook.",0,rumorscanner.com,Related,Fake
977,Facebook Page,2022-12-28 12:44:00,Miscellaneous	,Sheikh Ahmadullah commented on the issue of Hindus not being allowed to rent out their houses.,"""Hindus cannot be given house rent or shop rent. Even if they are given, they will not be able to perform their religious rituals or worship there. - Prominent Islamic scholar Shaykh Ahmadullah."" A video titled 'Hindus cannot be given house rent or shop rent.' has gone viral on social media Facebook.",0,rumorscanner.com,Related,Fake
978,Facebook Page,2022-12-24 2:52:00,Miscellaneous	,French footballer Mbappe is Muslim,"A photo with the headline ""I didn't know Mbappe was Muslim"" has been circulating on social media platform Facebook.",0,rumorscanner.com,Related,Fake
979,Facebook Page,2022-11-10 1:46:00,Miscellaneous	,"The call to prayer is banned in Brazil and in Argentina, you can't mention God's name in public.","An information titled ""Brazil is a country where the call to prayer is banned and Argentina is a country where no one can take the name of Allah in public"" is being circulated on the social media platform Facebook.",0,rumorscanner.com,Related,Fake
980,Facebook Page,2022-10-30 2:04:00,Miscellaneous	,Nobel laureate scientist Yoshinori Ohsumi's research on fasting,"Some information titled “Benefits of Fasting” is being circulated in the media and on social media platform Facebook. 
On April 9, a post (archive) published on the Facebook page 'Bismillah' titled ""Benefits of Fasting"" claimed, ""Japanese Nobel laureate scientist Usenri Osumi. He researched and discovered that fasting for 12 to 24 hours activates autophagy in the human body. He proved that people get the following benefits through fasting. 
1) Body cells are cleansed. 
2) Cancer cells are destroyed. 
3) Stomach inflammation is cured. 
4) Brain function increases. 
5) The body heals itself (Autophagy). 
6) Diabetes is cured. 
7) Compulsions can be prevented. 
8) Obesity is eliminated. 
9) Long life can be achieved. 
10) Compassion for people and living beings is born.""",0,rumorscanner.com,Related,Fake
981,Facebook Page,2022-10-24 4:47:00,Miscellaneous	,Zakir Naik's name among the world's best intellectuals,"An information titled ""Scholar Dr. Zakir Naik in the list of the world's best intellectuals"" is being circulated on the social media platform Facebook.",0,rumorscanner.com,Related,Fake
982,Facebook Page,2022-10-19 12:22:00,Miscellaneous	,Germany recently allowed the first loudspeakers to be used to call to prayer,"Germany has allowed the call to prayer. From today, every mosque in Germany will be calling for five daily prayers. Alhamdulillah!” A message with various titles, including “Alhamdulillah!”, has been circulating on social media Facebook.",0,rumorscanner.com,Related,Fake
983,Facebook Page,2025-10-05 3:53:00,Miscellaneous	,"A mother gave birth to 18 twins at once in Raozan, Chittagong.","Recently, a picture with the caption 'A mother gave birth to 18 twins at once in Raozan, Chittagong...' was circulated on social media.",0,rumorscanner.com,Related,Fake
984,Facebook Page,2025-03-23 9:50:00,Miscellaneous	,Not getting married for the second time increases the risk of cancer,"A group of researchers from the Affiliated Hospital of Anhui Medical University in China conducted a study to find out whether marital status, among other factors, affects the long-term survival of people with early-stage gastric cancer. Citing the study, several domestic media outlets published reports in 2022. In light of this, a recent photo of a report published in a print edition of a media outlet under the headline ""Not getting married for the second time increases the risk of cancer"" was circulated on the Internet.",0,rumorscanner.com,Related,Fake
985,Facebook Page,2025-01-19 11:23:00,Miscellaneous	,Cancer will disappear if you follow just two ways.,"Cancer can be cured by doing just two things! 
Dr. Gupta Prasad Reddy (BV), a cancer specialist at Osh State Medical University, Moscow, Russia, said that cancer is not a fatal disease, but people die of this disease only because of indifference. 
According to him, cancer can be cured by following only two ways. The ways are:- 
1. First of all, stop eating all kinds of sugar. Because, if the body does not get sugar, the cancer cells will be destroyed naturally. 
2. Then mix a lemon slice in a glass of hot water. Drink this lemon mixed hot water on an empty stomach before meals in the morning for three consecutive months. Cancer will be cured. 
A study by the Maryland College of Medicine says that it is a thousand times better than chemotherapy. 
3. Eat three teaspoons of organic coconut oil every morning and night, cancer will be cured. 
After avoiding sugar, take any of the following two therapies. Cancer will not be able to touch you. However, there is no excuse for negligence or indifference. 
It is worth noting that Dr. Gupta Prasad has been spreading this information through various media, including social media, for the last five years to make people aware of cancer. 
He also requested everyone to share this information and give everyone a chance to know. 
He said, “I have done my job. Now you do your job by sharing and protect the people around you from cancer.”",0,rumorscanner.com,Related,Fake
986,Facebook Page,2025-01-04 5:23:00,Miscellaneous	,Claims that children are suffering from paralysis after eating cake,"A recent Facebook post claimed, ""Beware! A new cake has arrived in the market. It contains a tablet from the Lu*po Company. The food causes paralysis in children. Please work to spread this message.""",0,rumorscanner.com,Related,Fake
987,Facebook Page,2024-08-18 3:25:00,Miscellaneous	,Monkeypox detected at Evercare Hospital,"The highly contagious disease monkeypox has spread in the Democratic Republic of the Congo and several African countries. The World Health Organization (WHO) has declared the outbreak of monkeypox a public health emergency. The Ministry of Health has issued a high alert in Bangladesh regarding the infectious disease monkeypox. 
In this context, a claim titled ""Monkeypox has been detected for the first time in Bangladesh at Evercare Hospital in Dhaka"" has been circulated on social media.",0,rumorscanner.com,Related,Fake
988,Facebook Page,2024-06-11 10:41:00,Miscellaneous	,Death due to drinking cold drinks after eating mangoes,"""Eat mango and don't drink cold drinks on top of it! Some tourists went to Chandigarh. They drank cold drinks immediately after eating mango. They all started feeling sick and faint. When they were taken to the hospital, they were all declared dead. Doctors said that one should not drink any cold drinks or soft drinks after eating mango. The citric acid in mango and the organic acids in cold drinks combine to create poison."" A claim titled is being circulated on social media.",0,rumorscanner.com,Related,Fake
989,Facebook Page,2024-05-29 2:37:00,Miscellaneous	,The length from wrist to elbow and leg are the same for everyone.,"Recently, a claim has been made on social media platform Facebook that ""your legs are as long as the distance from your wrist to your elbow.""",0,rumorscanner.com,Related,Fake
990,Facebook Page,2024-05-23 3:56:00,Miscellaneous	,Feeding live snakes cures a disease called camel rickets,"For the past few years, claims have been made on social media Facebook that ""feeding live snakes cures a disease called camel rabies. Camel tears are effective against the poison of any animal. This claim is even mentioned in the Holy Quran.""",0,rumorscanner.com,Related,Fake
991,Facebook Page,2024-05-05 12:37:00,Miscellaneous	,Drinking cold water in extreme heat can cause stroke,"Recently, a claim titled ""Avoid drinking cold water in extreme heat. Drinking very cold water increases the risk of blood vessels constricting and causing a stroke"" is being spread on social media platform Facebook.",0,rumorscanner.com,Related,Fake
992,Facebook Page,2024-04-29 4:41:00,Miscellaneous	,Risk of death if you drink Coca-Cola after eating jackfruit,"A claim has been circulating on the internet for several years that drinking Coca-Cola after eating jackfruit can cause death by producing the same amount of venom as three snake bites. If you drink Coca-Cola after eating jackfruit, you will definitely die! Drinking Coca-Cola after eating jackfruit can cause the same amount of venom as three snake bites!",0,rumorscanner.com,Related,Fake
993,Facebook Page,2024-02-29 9:00:00,Miscellaneous	,Dead patient in ICU kept alive with cow injection,A piece of information titled 'Secret Medical Information' claiming that a dead patient in the ICU is shown alive by pushing a syringe used to inject a cow has been circulated on social media Facebook and short video sharing platform TikTok.,0,rumorscanner.com,Related,Fake
994,Facebook Page,2023-10-16 4:37:00,Miscellaneous	,"The moment a person sneezes, their heartbeat and physical functions stop.","An information claim titled ""When a person sneezes, his physical functions, including his heartbeat, completely stop for that moment"" is being circulated on the social media platform Facebook.",0,rumorscanner.com,Related,Fake
995,Facebook Page,2023-05-09 4:48:00,Miscellaneous	,It is claimed that a person can live their entire life by eating only potatoes and butter.,"A digital banner claiming, ""People can live their entire lives by eating these two foods: potatoes and butter. Because these foods contain the vitamins, proteins, carbohydrates, minerals, and nutrition our bodies need."" has been widely circulated on social media platform Facebook.",0,rumorscanner.com,Related,Fake
996,Facebook Page,2023-04-29 4:02:00,Miscellaneous	,Director Dr. Rajendra Burab Drinking hot water made from boiling coconut cures cancer,"I humbly request all of you that if you know a person suffering from cancer, tell him to drink hot water boiled with coconut if he is disturbed after treatment. 
Dr. Rajendra A. Burbe of Tata Memorial Hospital said that if this news is sent to every ten people, then one person will definitely benefit. I have been able to send it to six people, you can also do your duty. 
Hot coconut water can save you from cancer for life by destroying cancer cells. 
By putting two/three thin coconut pieces in a cup of hot water, that water becomes alkaline and drinking it daily is very beneficial. It destroys cancer cells, but does not harm other cells. This is a new discovery in cancer treatment. This alkaline juice of coconut destroys ulcers and tumors, and the polyphenols of coconut amino acids reduce high blood pressure, prevent blood clots and protect against thrombosis! 
This treatment method needs to be reached by everyone. 
Stay well, stay healthy.",0,rumorscanner.com,Related,Fake
997,Facebook Page,2025-02-18 7:23:00,Politics,Hasina's confession about the mirror house in Bangladesh,"In a video that has recently gone viral on social media, ousted former Prime Minister of Bangladesh Sheikh Hasina is seen admitting to having built a ""mirror house."" A 'mirror house' is a local term used to describe secret detention centers. There are multiple allegations of enforced disappearance and imprisonment of dissenters in secret detention centers under Sheikh Hasina's regime. Detainees were tortured in these centers. In the video, Sheikh Hasina can be heard saying, 'My son-in-law Tariq Siddiqui gave the idea.' With Crossfire, more people are being exposed, more criticism is being received. From that day on, this new experimental plan began; a small room three by three and a half feet. We first brought some opposition leaders, BNP, Jamaat, Chhatra Shibir, some journalists, they were kept in the mirror house."" ""Hasina's confession—how the mirror house was built, how they were kept in the mirror house day after day through torture and fear.""",0,boombd.com,Related,Fake
998,Facebook Page,2025-10-19 9:52:00,Sports,Hong Kong fans vandalize stadium after losing to Bangladesh in Asia Cup,"Bangladesh started their Asia Cup campaign by defeating Hong Kong by 7 wickets in their first match in September. In the wake of this, a video has been circulating on social media claiming to show the angry reaction of Hong Kong fans after the loss to Bangladesh. 
",0,rumorscanner.com,Related,Fake
999,Facebook Page,2025-10-14 2:30:00,Sports,Bangladesh women's cricketer plays while wearing a burqa,"Bangladesh women's cricket team faced New Zealand women's cricket team on October 10 in the ongoing Women's One-Day Cricket World Cup in Guwahati, India. Chasing a target of 228 runs, Bangladesh's innings was bundled out for 127 runs. In the wake of this, a screenshot purportedly from the match was recently circulated online, showing Bangladesh women's cricketers Jhilik and Supta batting in burqas. The image was circulated and claimed that Bangladesh women's cricketers played in burqas during the match against New Zealand.",0,rumorscanner.com,Related,Fake
1000,Facebook Page,2025-10-11 2:02:00,Sports,Bangladesh cricketers' salaries to be withheld for six months due to Asia Cup failure,"Bangladesh crashed out of the Asia Cup after losing to Pakistan in the Super Four stage match on September 25. In the wake of this, social media is claiming that BCB President Aminul Islam Bulbul has announced to withhold the salaries of Bangladesh cricketers for six months.",0,rumorscanner.com,Related,Fake
1001,Facebook Page,2025-10-09 4:06:00,Sports,"Coach Salahuddin resigns, taking responsibility for loss to Pakistan","Bangladesh cricket team took on Pakistan in the semi-final match of the Asia Cup on September 25 at the Dubai International Cricket Stadium. Bangladesh returned home with a target of 135 runs, 124 runs behind Pakistan. In the wake of this, a message titled ""Coach Mohammad Salahuddin announces his resignation, taking responsibility for the loss of the match"" has been circulating on social media.",0,rumorscanner.com,Related,Fake
1002,Facebook Page,2025-10-08 2:27:00,Sports,Virat Kohli comments: 'Bangladesh sold matches to Pakistan',"Bangladesh faced Pakistan in the Asia Cup final in the Super Four on September 25. Chasing a target of 136 runs set by Pakistan, Bangladesh lost the match by 11 runs. In light of this, a purported news report has recently been circulated online claiming that Indian cricketer Virat Kohli said about Bangladesh's loss to Pakistan in the Asia Cup, ""Bangladesh lost by selling the match to Pakistan. How can anyone lose an easy-won match like this?""",0,rumorscanner.com,Related,Fake
1003,Facebook Page,2025-10-06 3:03:00,Sports,Demand that Suryakumar Yadav not shake hands with Zaker Ali in Asia Cup,"Due to the tension between India and Pakistan, Indian captain Suryakumar Yadav refused to shake hands with the captain and players of the Pakistan team in the recently concluded Asia Cup, which created a lot of discussion and criticism in the cricket world. In this context, a video of about 15 seconds was recently circulated online from various accounts based in India and Pakistan, claiming that Indian captain Suryakumar Yadav did not shake hands with Bangladesh captain Zakir Ali Anik in the India-Bangladesh Super Four match of the Asia Cup on September 24, following the India-Pakistan match.",0,rumorscanner.com,Related,Fake
1004,Facebook Page,2025-10-04 5:23:00,Sports,Mahmudullah named new national team selector after Bangladesh's failure in Asia Cup,"Bangladesh crashed out of the tournament after losing by 11 runs to Pakistan in the fifth match of the Asia Cup Super Four. In the wake of this, a photocard titled 'BCB announces Mahmudullah Riyad as the new selector, replacing Lipu due to failure in the Asia Cup' has been circulated on social media.",0,rumorscanner.com,Related,Fake
1005,Facebook Page,2025-10-05 12:28:00,Sports,Suryakumar Yadav comments that 'Bangladesh would have played better in place of Pakistan in the Asia Cup final',"India and Pakistan faced each other in the final of the men's Asia Cup on September 28. Chasing a target of 147 runs, the Indian cricket team led by Suryakumar Yadav won the match by 5 wickets with 2 balls in hand. Recently, in the wake of this, a purported news report was circulated claiming that Suryakumar Yadav, after defeating Pakistan in the final, said, ""Pakistan is always a tough team for us now. The final is always with Bangladesh. If Bangladesh were there, they would have played better in the final.""",0,rumorscanner.com,Related,Fake
1006,Facebook Page,2025-10-02 5:43:00,Sports,"Shakib commented, ""If I had played, I would have brought home the Asia Cup this time.""","Bangladesh team was eliminated from the tournament after losing to Pakistan by 11 runs in the Super Four match of this year's Asia Cup cricket on September 25. In the wake of this, ""If I had played, I would have won the Asia Cup at home."" A video of Shakib Al Hasan's comments while going live after losing the match they won against Pakistan has recently gone viral on social media.",0,rumorscanner.com,Related,Fake
1007,Facebook Page,2025-09-29 2:34:00,Sports,Mustafizur Rahman announces retirement,"Bangladesh faced Pakistan in the Super Four of the Asia Cup on September 25. Chasing a target of 136 runs set by Pakistan, Bangladesh lost the match by 11 runs. In light of this, a demand has recently been circulated online, saying, ""Cricket para stunned! Mustafiz announces retirement out of pride after losing the match against Pakistan.""",0,rumorscanner.com,Related,Fake
1008,Facebook Page,2025-09-29 11:02:00,Sports,Turkish footballer Demirbay comments on female referee as if he's in the kitchen,"A German female referee showed a red card to Turkish footballer Demir Bey. Because, as he left the field, he told the referee—“You should be in the kitchen.” The female referee wrote the matter in her report and FIFA banned Demir Bey for 5 matches and ordered her to referee a women’s football match as part of the punishment. While refereeing the match, Demir Bey showed red cards to 8 female players. When asked why he did this—he said, “Because, women should be in the kitchen.”- A claim has spread on the internet.",0,rumorscanner.com,Related,Fake
1009,Facebook Page,2025-09-21 10:27:00,Sports,Ricky Ponting calls India rude and Pakistan polite champions,"India and Pakistan faced each other in the Asia Cup on September 14. In view of the tension between the two countries, the Indian cricketers refused to shake hands with the Pakistani cricketers on the day of the match. In this context, a comment claiming the comments of former Australian star cricketer Ricky Ponting has been widely circulated on social media recently. It has been claimed that Ricky Ponting said, “This match will be remembered forever. At the end of the game, the Pakistan team came forward to shake hands politely, but India did not want to do so and went straight to the dressing room. India's behavior was rude, and Pakistan was recognized as the real champions through their polite behavior.”",0,rumorscanner.com,Related,Fake
1010,Facebook Page,2025-06-17 10:33:00,Sports,Shaheen Shah Afridi challenges Vaibhav Suryavanshi to one over,"In the IPL 2025, 14-year-old Vaibhav Suryavanshi created a stir in the cricket world by scoring a century off just 35 balls for Rajasthan Royals. 
In this context, recently, “I give an open challenge to Vaibhav Suryavanshi – if Vaibhav can score just 6 runs in one of my overs, I will stop bowling.” The claim was made by Pakistani cricketer Shaheen Shah Afridi, who made the comment titled.",0,rumorscanner.com,Related,Fake
1011,Facebook Page,2025-06-01 4:55:00,Sports,Ashiq Chowdhury skydives before Bangladesh's match against Singapore,"The Bangladesh football team will take the field against Singapore on June 10. 
Ahead of the match, a report has been circulating on various media outlets including the internet that Bangladesh Investment Development Authority (BIDA) Executive Chairman Ashiq Chowdhury will skydive and jump from the sky.",0,rumorscanner.com,Related,Fake
1012,Facebook Page,2025-05-31 10:33:00,Sports,Hamza Chowdhury is the first footballer to play in the EPL and an international match for a subcontinental country.,"Footballer Hamza Chowdhury, who plays in the world's top football league, the English Premier League, has decided to represent Bangladesh in international football. He has already played a match for Bangladesh against India. When Hamza Chowdhury stepped foot in Bangladesh last March to play the match, the media and social media claimed, 'Hamza Chowdhury is not only the first from Bangladesh, but also from the subcontinent, to play in the world's top league - the English Premier League.'",0,rumorscanner.com,Related,Fake
